,company_name,rating,reviews,salary,n_interviews,n_jobs,n_photos
2419,Minda Furukawa Electric,4.1,307,1.1k,6,--,--
2420,"Ministry Of Health, New Delhi",4.4,305,1k,11,--,--
2421,Consolidated Construction Consortium,4.3,305,1.1k,10,--,--
2422,Hajee A P Bava Construction,3.9,304,999,4,6,--
2423,Pierian Services,3.7,315,1.8k,20,30,--
2424,Gyan Dairy,4.1,312,1.1k,27,7,1
2425,Kirby Building Systems,4.1,310,1.5k,17,2,1
2426,QSpiders,3.7,310,1.3k,43,2,1
2427,Aurangabad Electricals,4.0,309,1.3k,10,--,--
2428,Infosys Consulting,3.6,309,3.5k,146,--,5
2429,Roca Bathroom Products,4.0,308,1.3k,14,--,3
2430,Techwave Consulting,3.9,308,3k,24,21,--
2431,Jawahar Navodaya Vidyalaya,4.4,307,506,13,--,3
2432,Nissan,3.9,307,1.9k,21,--,6
2433,PC Solutions,3.9,306,1.4k,12,11,--
2434,Henkel Adhesives Technologies,4.2,305,1.7k,5,--,--
2435,Infrastructure Leasing & Financial Services,4.1,305,1.2k,4,--,--
2436,Regalix,3.0,311,2.4k,29,11,--
2437,Stryker,4.1,309,2.5k,27,2,--
2438,Kuehne + Nagel,4.1,308,1.4k,16,--,--
2439,Symbiotec Pharmalab,3.9,307,1.7k,20,11,--
2440,Johnson Matthey,4.0,307,1.6k,24,15,--
2441,Star Bazaar,4.2,306,1.1k,11,--,--
2442,SoftwareONE,4.0,306,3k,31,4,--
2443,Johnson Controls Hitachi Air Conditioning,3.7,306,1.6k,13,--,--
2444,Ryan International School,3.7,305,1.1k,11,--,--
2445,JoulestoWatts Business Solutions,2.9,316,2.6k,15,11,--
2446,Solv,3.8,309,893,22,3,1
2447,ACG Associated Capsules,4.1,307,1.3k,14,158,--
2448,National Fertilizers,4.3,306,999,25,--,--
2449,Mas Callnet,3.9,305,768,15,3,--
2450,Indian Immunologicals,4.2,305,1.5k,10,1,--
2451,S2 Infotech,3.3,305,1.6k,9,--,--
2452,INDIABULLS PHARMACEUTICALS,2.6,304,799,12,--,--
2453,Vatika Group,4.1,303,1.4k,13,--,--
2454,Wow Momo Foods,3.7,310,1.4k,28,7,--
2455,LearningMate Solutions,3.8,306,2.8k,28,2,3
2456,World Vision,4.4,306,708,15,--,2
2457,Grey Orange,3.2,305,2.1k,25,23,--
2458,Uniparts Group,4.2,304,1.4k,11,2,--
2459,Chambal Fertilisers And Chemicals,4.1,303,1.4k,14,--,2
2460,Chambal Fertilisers And Chemicals,4.1,303,1.4k,14,--,2
2461,PGP Glass,4.2,302,899,18,7,--
2462,National Collateral Management Services,3.8,302,1k,5,--,--
2463,Jindal Aluminium,3.9,307,1.5k,30,11,--
2464,You Broadband,3.8,307,1.1k,7,--,--
2465,Udaan Logistics,4.2,305,1.4k,6,--,--
2466,Aptiv Components India Private,4.0,304,2.3k,29,--,--
2467,SUEZ Environnement,4.2,304,1.6k,7,--,--
2468,Karvy Innotech,3.2,303,2.2k,19,1,--
2469,Wipro GE Health Care,4.2,303,1.7k,12,--,--
2470,Jyoti CNC Automation,4.0,303,1.2k,11,3,--
2471,Suzuki,4.1,302,2.5k,32,--,--
2472,Elite Elevators,3.6,310,610,15,124,6
2473,Yusen Logistics,4.2,308,1.5k,7,3,--
2474,Deloitte Touche Aers India,3.9,305,937,38,--,--
2475,Eisai Pharmaceuticals,4.2,304,1.2k,12,5,--
2476,Time Technoplast,3.8,302,1.8k,8,6,--
2477,BPTP,4.3,302,1.1k,16,13,--
2478,Bhagwati Products,3.8,301,848,8,3,--
2479,BOB Financial Solutions,4.4,301,1.1k,15,15,--
2480,Elecon Engineering,4.2,300,1.3k,10,11,--
2481,BharatPe,3.8,308,1.9k,25,17,7
2482,Puravankara,3.7,306,1.7k,9,22,--
2483,My Home Constructions,4.3,306,1.7k,15,3,1
2484,Creative Synergies Group,3.9,305,1.5k,12,34,7
2485,Tirumala Milk Products,4.2,305,1.1k,22,29,1
2486,RentoMojo,4.4,304,962,4,11,10
2487,Kandhari Beverages,4.0,303,1.1k,17,8,4
2488,Thales,3.7,302,2.8k,24,--,--
2489,Bharat Seats,3.8,301,1.4k,11,--,--
2490,MITS GLOBAL CONSULTING,4.6,301,569,5,--,--
2491,Artemis Health Institute,4.4,301,936,10,19,--
2492,IFFCO Kisan Sanchar,3.5,299,811,22,2,--
2493,OnePlus,4.1,306,1.8k,28,1,2
2494,Kellogg Brown and Root,4.1,304,1.6k,15,45,1
2495,Romsons Group Of Industries,4.0,304,1.4k,23,15,1
2496,Quinnox,3.9,301,3.1k,13,28,--
2497,JSW Energy,4.2,307,2k,21,--,8
2498,Lotus Herbals Private Limited,4.2,303,1.2k,21,9,4
2499,People Group,3.9,302,1.5k,10,52,2
2500,GGS Information Services,3.8,301,2.1k,13,4,--
2501,Wonderla Holidays,4.5,300,819,9,37,--
2502,Katerra,3.4,299,2.2k,19,--,--
2503,Wipro Infotech Limited,4.2,297,923,6,--,--
2504,RSWM,4.0,294,1.1k,13,--,--
2505,BCG,3.7,304,6.3k,148,5,17
2506,XL Health,4.3,304,1.4k,16,--,9
2507,HashedIn by Deloitte,4.3,302,3.2k,77,12,--
2508,Mjunction Services,4.0,302,1.7k,11,1,1
2509,Aculife Healthcare,3.7,301,1.3k,22,14,--
2510,NetApp,4.0,300,3.4k,40,70,10
2511,Flipkart Health+,3.7,300,1.4k,19,2,2
2512,AceMicromatic Group,4.4,299,1.1k,16,12,3
2513,VKC Group,4.0,299,1.5k,14,1,--
2514,Tribhovandas Bhimji Zaveri,4.3,298,987,4,11,1
2515,Vidal Health Insurance,4.0,298,1.4k,7,--,--
2516,Kaizen IT Services,3.7,307,1.1k,8,--,--
2517,Reliance Projects & Property Management Services,4.2,306,1.1k,18,--,--
2518,Suzlon Global Services,4.1,303,1.3k,30,--,--
2519,ESDS Software Solutions,4.1,303,2.3k,21,--,--
2520,Invesco,4.0,302,2.6k,23,34,3
2521,Hanon Systems,4.2,301,1.6k,8,--,--
2522,CMR Green Technologies,3.9,300,1.2k,25,25,--
2523,Win Medicare,4.1,300,823,15,1,--
2524,Bonace Engineers,3.9,300,1k,19,--,--
2525,Apex Laboratories,4.1,299,1.6k,16,1,2
2526,Broadcom,3.4,298,3.1k,18,--,8
2527,Fossil Group,3.8,297,1.6k,18,--,1
2528,5Paisa Capital Limited,4.0,297,1.3k,20,5,1
2529,Bombardier Transportation,4.2,295,1.6k,11,--,--
2530,KRBL,4.0,302,1.2k,22,5,2
2531,Corporate Infotech,3.7,302,1.6k,17,27,--
2532,Runwal Group,3.9,300,1.8k,14,10,--
2533,FCm Travel Solutions,3.6,299,1.5k,4,6,--
2534,Gujarat Ambuja Exports,3.6,299,1.3k,16,1,--
2535,Ascent Business Solutions,3.4,299,1.8k,19,--,--
2536,Paper boat,4.0,297,1.1k,12,1,--
2537,Rosmerta Technologies,3.3,297,1.5k,22,12,3
2538,Wintax Solution,4.8,295,36,4,5,2
2539,Fexprime Finance,4.5,294,923,4,--,--
2540,Tata Toyo Radiator,3.8,293,1.4k,13,--,--
2541,The Saraswat Co-operative Bank,3.4,298,1.8k,11,--,--
2542,Ashiana Housing,4.1,297,1.3k,19,14,--
2543,AVAYA,3.7,296,2.6k,23,2,15
2544,Gammon Engineers And Contractors,4.0,296,1.3k,18,--,1
2545,Synergies Castings,4.1,294,766,9,--,6
2546,Asian Granito India,3.8,294,1.4k,10,--,3
2547,Midland Microfin Limited,4.1,294,724,21,--,25
2548,convergys india services,3.6,294,1.1k,15,--,--
2549,EXEDY,4.1,293,1.6k,16,--,--
2550,Kailash Hospital,4.1,293,938,9,21,1
2551,Medikabazaar,4.6,385,596,8,--,--
2552,SBI Mutual Fund,4.0,299,1.6k,19,13,--
2553,Nettur Technical Training Foundation,4.2,298,1.1k,13,--,5
2554,Impact Guru,4.1,297,1.1k,22,171,3
2555,Transguard Group,4.1,296,509,10,--,4
2556,Stellar Value Chain Solutions,3.5,296,1.5k,35,8,--
2557,MagicPin,3.3,295,1.5k,34,88,5
2558,Victora Tool Engineers,4.0,293,1.4k,7,--,--
2559,Escon Elevators,3.5,293,881,9,21,16
2560,SHARE Microfin,4.4,291,513,7,2,--
2561,Apisero,4.3,296,3k,65,1,--
2562,Mr Cooper,4.1,295,2.2k,46,40,--
2563,LogixHealth,3.6,294,1.6k,12,--,--
2564,SkillVertex,3.7,294,277,13,3,--
2565,Zara,3.8,293,787,20,--,--
2566,SkillRecruit,4.7,292,325,7,5,3
2567,ExportersIndia,4.9,300,136,17,10,13
2568,Tally Solutions,4.3,296,2.1k,18,--,8
2569,Gokaldas Exports,4.1,296,1.4k,20,19,--
2570,Bonfiglioli Transmissions Private Limited,3.9,295,1.5k,21,2,2
2571,Tata BlueScope Steel,3.8,294,1.2k,16,--,5
2572,Godrej Interio,4.0,294,1.6k,19,--,--
2573,Aditya Birla Minacs,4.5,292,505,4,--,--
2574,Aka Logistics,3.2,292,1.3k,17,2,--
2575,Ujjivan Financial Services,4.4,292,59,5,--,--
2576,Sona Koyo Steering Systems,4.2,289,480,6,10,--
2577,American Axle & Manufacturing,4.4,294,1.3k,13,--,1
2578,Spectrum Talent Management,3.8,294,1.6k,13,105,47
2579,Bengal Beverages,3.4,293,1.1k,19,6,--
2580,ABP Group,3.3,292,1.4k,6,--,--
2581,Iol Chemicals & Pharmaceuticals,4.1,292,1.5k,14,2,--
2582,Landis+Gyr,3.7,292,2.6k,24,13,--
2583,Yamaha Motor India Sales,4.1,292,989,12,3,--
2584,Airtel DTH Services,4.3,291,1k,16,--,--
2585,Rail Vikas Nigam,3.3,291,879,9,--,--
2586,Capital Trust,4.0,291,913,12,--,--
2587,DEN Networks,3.6,290,1.4k,5,--,--
2588,Vasan Eye Care Hospitals,4.0,290,602,3,54,--
2589,Astra Microwave Products,3.9,290,1.8k,15,--,--
2590,Siti Networks,4.0,290,1k,9,--,--
2591,Aditya Anagha Multi State Credit Co-Operative Society,4.8,290,96,4,--,--
2592,Carl Zeiss,4.0,298,2k,12,10,--
2593,Healthcare At Home,3.7,297,1.1k,16,32,--
2594,Mediterranean Shipping Company,4.0,293,1.8k,18,--,1
2595,Technotask Business Solutions,3.3,292,1.1k,34,21,--
2596,Ami Lifesciences,3.8,292,1.3k,8,5,10
2597,Eurofins It Solutions,3.1,292,3k,32,130,1
2598,Ashapura Group Of Industries,4.0,291,1.6k,17,10,5
2599,Continental Engines,4.1,290,1.4k,8,--,--
2600,Shriram Value Services,4.3,289,904,2,--,--
2601,Akumentis Healthcare,3.6,289,786,11,2,--
2602,Owens Corning,3.9,289,1.6k,12,2,--
2603,International Game Technology,3.4,287,1.7k,22,2,--
2604,TransUnion,4.0,299,3.3k,54,81,11
2605,Cedcoss Technologies,3.2,295,1.7k,42,11,--
2606,National Organic Chemical Industries,4.1,292,1.6k,18,--,--
2607,P.D. Hinduja National Hospital and Medical Research Centre,3.9,290,5.4k,16,14,--
2608,DataMetica,3.9,289,2.3k,22,41,--
2609,Mann And Hummel Filter,4.0,289,1.5k,14,18,--
2610,Sakthi Auto Components,3.4,288,1.1k,7,1,--
2611,Roop Automotives,4.4,287,1.3k,14,--,2
2612,Course5,4.0,295,2.2k,21,52,17
2613,myGate,3.4,292,2.2k,14,34,4
2614,Mungi Group,3.9,291,1.5k,16,--,5
2615,Orient Bell,3.8,290,1.3k,10,2,--
2616,Mettler-Toledo,3.6,290,1.8k,14,24,7
2617,Vistara,3.6,290,1.8k,50,3,--
2618,TCG Lifesciences,4.2,289,1.2k,12,2,--
2619,Agilent Technologies,4.3,287,1.7k,14,--,1
2620,Avineon India,3.9,290,1.3k,22,2,--
2621,Caresoft Global,3.5,286,2.7k,36,1,3
2622,Merck,4.4,286,2.1k,7,--,--
2623,KLAY Schools,3.9,266,1.3k,25,43,--
2624,EC-Council,4.4,290,825,13,23,--
2625,Maxxis Rubber,3.5,290,1.9k,24,2,3
2626,Torrent Gas,3.2,290,1.7k,35,--,--
2627,Buhler,4.1,287,1.5k,14,1,--
2628,Piramal Swasthya,4.2,287,909,9,4,--
2629,Ksb Pumps,3.9,287,1.2k,19,53,8
2630,Nutricia,3.7,285,621,17,--,--
2631,Resurgent India,4.6,284,400,3,11,15
2632,Nibav Lifts,3.7,299,724,21,22,14
2633,Rapido,3.8,289,1.8k,19,12,2
2634,FNP,3.4,289,1.9k,11,23,24
2635,Deenanath Mangeshkar Hospital,4.2,289,865,14,--,--
2636,Aludecor Lamination,3.9,287,1.4k,23,25,1
2637,Holcim,3.4,285,1.9k,16,3,1
2638,Intercontinental Consultants & Technocrats,4.1,285,1.1k,18,13,--
2639,Kauvery Hospital,4.1,284,1.4k,11,16,1
2640,LendingKart,3.3,290,2.1k,15,21,--
2641,FM LOGISTIC,3.9,287,956,18,2,1
2642,Bharat Bijlee,4.3,286,1.4k,9,1,--
2643,LT Foods,4.1,285,1.3k,14,5,--
2644,Chettinad Cements,4.0,285,1.6k,17,--,--
2645,Pranav Vikas India,3.8,285,1.3k,15,2,1
2646,Talbros,4.1,284,1.5k,17,2,--
2647,Urban Ladder,3.9,284,1.4k,34,9,17
2648,ABM Knowledgeware,3.8,284,1.4k,17,2,--
2649,TIBCO Software,3.8,284,3.9k,29,30,12
2650,IPE Global,4.0,283,1k,15,12,3
2651,SPML Infra,3.5,282,895,12,--,--
2652,Markelytics Solutions,4.8,293,386,2,6,--
2653,MyMoneyMantra,3.5,289,1.6k,10,33,1
2654,1K Networks,3.2,287,1.1k,18,36,--
2655,Arzooo.com,2.4,286,1.1k,21,7,--
2656,Calsoft,3.2,285,3.3k,32,10,6
2657,Zyoin,4.0,285,684,9,372,24
2658,LEAP India Private Limited,4.4,285,905,16,6,3
2659,Offshoot Agency,3.7,285,949,14,3,--
2660,Globus Infocom,4.8,284,546,6,3,1
2661,Athenahealth Technology,4.2,284,3k,42,29,--
2662,Sheraton Hotels and Resorts,4.1,283,777,5,--,--
2663,FoodPanda,3.8,282,1.2k,7,--,12
2664,Park Hospital,3.5,281,1.2k,19,11,--
2665,Lernx,4.2,325,41,34,--,--
2666,RSM India,3.4,289,1.9k,33,7,1
2667,Coronis Health,3.6,287,776,19,3,--
2668,Aizant Drug Research Solutions,3.8,285,1.3k,8,6,--
2669,Shalimar Paints,3.9,284,1.2k,11,--,--
2670,Nuziveedu Seeds,4.2,282,1k,23,--,3
2671,Prem Motors,4.0,281,1.1k,10,1,4
2672,Bosch Rexroth India,4.0,281,1.3k,15,--,1
2673,ArcelorMittal,4.0,291,1.6k,22,17,2
2674,Pole To Win,3.5,290,1.9k,35,10,1
2675,Sunstone,3.8,284,1.1k,15,40,9
2676,Fynd,3.6,283,1.3k,20,27,244
2677,Greenpanel Industries,4.2,283,1.4k,9,--,--
2678,Saama Technologies,3.7,282,3.2k,37,9,4
2679,Pon Pure Chemical,4.0,282,1.2k,12,5,--
2680,TOPS,3.8,281,858,12,--,--
2681,Osource India,3.0,281,1.6k,9,12,--
2682,Indian Overseas Bank,3.5,280,990,12,--,1
2683,Saxo Bank,3.1,279,2.2k,19,26,--
2684,Indian Political Action Committee,2.9,286,1.6k,36,5,--
2685,Gopal Namkeen,4.2,286,860,20,18,9
2686,AQuity Solutions India,3.7,284,1.9k,24,3,4
2687,Anudip Foundation,3.5,282,972,28,13,--
2688,Welspun Flooring,3.8,281,1.1k,19,--,--
2689,Tata Steel Downstream Products,4.0,284,1.2k,26,2,--
2690,Stylebaazar,4.0,284,664,22,--,--
2691,Dynacons Systems & Solutions,4.0,281,1.3k,16,--,--
2692,HYT Engineering,3.4,281,1.1k,18,22,--
2693,Bharat Aluminium Company (BALCO),4.2,281,1.6k,21,--,--
2694,GSP Crop Science,4.0,281,1.3k,15,1,--
2695,Netlink Software,3.4,280,1.9k,11,11,--
2696,Sun Pharma Laboratories,4.3,280,1.1k,19,--,--
2697,Jay Chemical Industries,4.2,280,1.3k,14,--,--
2698,Kelly Services,4.3,279,1.5k,10,2,7
2699,ADNOC,4.4,279,932,19,--,--
2700,ADNOC,4.4,279,932,19,--,--
2701,Kelly Services,4.3,279,1.5k,10,2,7
2702,Stirring Minds,5.0,278,32,10,4,--
2703,Sharda University,3.7,278,1.4k,10,7,--
2704,BCD Travel,4.2,278,1.7k,10,3,5
2705,Tejas Networks,4.2,287,2.2k,40,6,--
2706,Aparna Enterprises,4.0,282,1.4k,18,7,--
2707,GUS Education India,3.3,280,1.5k,31,9,73
2708,Hewlett Packard Globalsoft,3.9,279,1.2k,2,--,--
2709,Diamondpick,4.1,279,1.3k,6,14,12
2710,Corona Remedies,4.0,279,1.1k,7,--,1
2711,Hitech Digital Solutions,4.1,279,1.4k,17,20,11
2712,OnProcess Technology,3.7,278,1k,8,--,13
2713,Secure Value,3.4,277,757,7,--,--
2714,Samsonite,4.3,277,1.2k,7,--,--
2715,Tata Marcopolo Motors,3.6,273,1.2k,15,--,--
2716,Mashreq Global Services,3.4,285,1.9k,17,58,--
2717,Hyundai Glovis,3.9,280,1.5k,8,6,--
2718,Kiswok Industries,3.5,280,1.4k,24,20,--
2719,M Baazar,4.0,280,651,20,--,2
2720,Neilsoft,3.8,280,2.2k,27,41,7
2721,Flatworld Solutions,3.9,279,2.6k,16,33,--
2722,Stellantis,3.4,279,2.5k,21,--,--
2723,The Indian Hotels Company,4.3,278,1.3k,14,21,--
2724,Selec Controls,3.6,278,1.9k,18,3,1
2725,Amoli Organics,3.9,285,1.8k,9,1,--
2726,Encube Ethicals,3.7,282,1.8k,12,12,--
2727,Expleo Group,3.7,280,3.8k,29,50,--
2728,Indian Institute of Technology Gandhinagar,4.2,279,2k,8,--,--
2729,Technico Industries,3.8,279,1.5k,20,--,--
2730,LuLu Group International,3.9,278,1.7k,17,--,--
2731,BCH Electric,4.3,277,1.3k,14,12,--
2732,Essilor,4.0,277,1.6k,8,5,--
2733,Falcon Autotech,4.2,276,1.4k,30,1,36
2734,Haldia Petrochemicals,3.8,276,1.6k,27,7,--
2735,Kores,3.8,276,1.5k,12,14,--
2736,Princess Cruises,4.4,275,366,7,--,1
2737,Lafarge,4.1,274,598,10,--,--
2738,DISYS,3.0,279,2.2k,22,1,--
2739,Cooper Corporation,3.9,278,1.4k,11,--,--
2740,T&M Services consulting,3.9,277,1k,11,--,--
2741,S. M. Auto Engineering,3.5,276,1.4k,14,--,--
2742,Delhi Metro Rail Corporation,4.1,275,997,18,--,--
2743,Smart Value Products And Services,4.3,275,655,10,--,6
2744,Lloyd Insulations,3.6,273,1.3k,13,5,2
2745,Clariant Chemicals,4.2,273,1.6k,11,2,--
2746,Sunflag Iron and Steel,4.0,271,1.1k,16,--,--
2747,Bharat Rasayan,4.1,276,1.4k,17,--,--
2748,Madina Group,4.6,276,514,17,--,--
2749,Saksoft,3.8,276,2.7k,20,9,--
2750,Doubtnut,3.4,276,1.1k,35,2,3
2751,Bira 91,4.0,282,1.1k,10,49,4
2752,Accelya Solutions India Limited,3.7,278,2.3k,17,25,--
2753,Gtpl Hathway,4.1,278,1.4k,19,12,--
2754,TCL,4.0,277,1.8k,19,--,--
2755,L&T Defence,3.9,276,1.8k,16,--,--
2756,MathCo,2.8,276,2.1k,53,9,38
2757,Vindhya e-Info Media,3.6,276,864,14,25,--
2758,Bank of Maharashtra,3.6,275,1.2k,21,--,--
2759,Hinduja Tech,3.7,275,2.4k,17,--,--
2760,Hical Technologies,3.6,275,1.5k,11,1,--
2761,Bluechip Corporate Investment Centre,4.1,273,941,6,1,--
2762,Boehringer-Ingelheim,4.1,273,1.1k,7,--,--
2763,NeoGrowth Credit,3.7,273,1.5k,12,24,--
2764,Call 2 Connect,3.5,274,890,7,--,1
2765,SRMB SRIJAN,3.6,274,1k,20,196,--
2766,Ozone Overseas,4.0,273,1.1k,12,12,5
2767,IndianOil Adani Ventures,4.2,273,892,10,--,--
2768,Essae Teraoka,3.7,272,879,6,3,--
2769,Raptakos Brett and Company,3.6,272,1.3k,16,--,--
2770,Mobileum,3.4,271,2k,22,15,--
2771,HyperCITY,4.3,270,478,4,--,--
2772,Gold Plus Glass,3.8,270,1.1k,13,4,--
2773,Propertypistol Realty,3.1,278,1.7k,37,26,--
2774,Innovaccer,3.2,275,2.5k,37,58,4
2775,Capital Small Finance Bank,4.1,273,1.3k,8,3,--
2776,Lotte India Corporation,3.9,273,1.1k,17,1,--
2777,GMR Hyderabad International Airport,4.0,272,1.2k,14,--,--
2778,IIT Bombay,4.6,272,1.6k,19,10,--
2779,Top Office Pros Business Services,4.9,270,78,2,--,--
2780,BrightCHAMPS,3.5,279,703,24,8,--
2781,Dun & Bradstreet,3.5,274,2.4k,17,46,--
2782,Nous Infosystems,4.0,271,3.3k,23,8,--
2783,US Tech Solutions,4.0,270,2k,13,--,--
2784,Polybond India,4.0,270,1.3k,9,1,--
2785,Dr. Agarwal's Eye Hospital,4.0,270,1k,19,1,--
2786,Nestaway,4.0,270,2k,11,5,1
2787,Hitachi Hi-Rel Power Electronics,3.6,269,1.6k,16,1,--
2788,Carrier Midea,4.0,269,1.3k,13,1,--
2789,Origo Commodities,3.7,267,950,12,2,--
2790,Yalamanchili Software Exports,3.4,277,1.3k,12,11,1
2791,Zudio,4.0,276,830,15,--,2
2792,HealthKart,4.0,275,1.7k,20,11,7
2793,Reliance BP Mobility,3.7,273,1.2k,23,5,--
2794,Adient,3.9,272,1.9k,14,1,--
2795,Parksons Packaging,4.1,272,1.3k,12,3,--
2796,Birla Cement,4.3,271,1k,17,--,--
2797,Milkbasket,3.8,270,1.5k,16,13,5
2798,Invensis Technologies,3.5,270,1.5k,17,7,--
2799,Nature's Basket,3.8,269,1.1k,11,--,--
2800,Cohance Lifesciences,3.9,269,715,12,--,5
2801,Himatsingka Seide,4.0,268,1.4k,19,5,--
2802,Flipspaces,4.4,267,804,13,30,1
2803,Systems Plus,4.4,270,1.3k,21,65,--
2804,SMS Infrastructure,4.0,270,2.6k,8,11,--
2805,Kennametal,3.8,269,1.7k,14,42,7
2806,Alfa Laval,3.9,269,1.4k,20,17,--
2807,Arabian Industries,4.0,269,850,13,--,--
2808,Fluper,4.0,267,547,15,13,--
2809,Ricoh,3.9,267,956,6,--,--
2810,HDFC Mutual Fund,4.0,267,1.5k,17,2,--
2811,VIT University,4.3,265,1.2k,16,21,--
2812,V-bazaar Retail,3.9,262,796,18,--,--
2813,E2OPEN,3.5,270,2.8k,29,2,14
2814,Konecranes,4.1,269,1.7k,16,7,--
2815,Mantra Technologies,3.7,269,717,22,24,--
2816,REPCO HOME FINANCE,3.9,269,914,13,10,--
2817,Bmm Ispat,4.0,268,1.1k,15,9,--
2818,Zuari Cement,4.4,267,1.1k,11,1,--
2819,Honour Lab,3.9,267,1.5k,13,--,--
2820,Hyundai Construction Equipment,4.3,267,1.4k,16,--,1
2821,SK E&C,4.3,266,684,9,--,1
2822,CapeStart,4.6,266,428,21,3,16
2823,RCL-PRIYA CEMENT,4.1,269,973,12,--,--
2824,Rane Brake Lining,4.3,269,1.2k,15,--,--
2825,Dalmia Bharat Group,4.2,268,1.3k,21,--,--
2826,DataTrained,4.2,268,398,14,81,--
2827,Equiniti,3.7,267,2.4k,18,106,--
2828,Rama Medical College Hospital & Research Centre,3.9,267,960,17,--,--
2829,Hathi Cement,4.2,267,997,15,6,--
2830,Supermax Personal Care,3.8,264,1k,13,--,--
2831,Asort Company,4.3,263,377,12,--,1
2832,Kharafi National,4.0,260,419,2,--,--
2833,GD Research Center,3.7,259,2.1k,18,5,--
2834,HSBC Global Banking and Markets,4.1,271,2.4k,16,--,--
2835,Air Liquide,4.0,269,1.3k,16,17,1
2836,OptimHire,3.8,268,612,21,7,--
2837,AQM Technologies,3.4,267,2.3k,31,6,--
2838,Synopsys,4.0,266,2.7k,51,294,8
2839,Kaynes Technology,3.5,265,1.3k,10,--,1
2840,M.J Global,4.3,265,232,4,1,--
2841,Innovatiview,4.1,264,931,15,1,--
2842,Elentec India,3.7,264,1.3k,19,4,--
2843,Mindsprint,3.9,271,4k,18,28,3
2844,Sangeetha Mobile,4.0,266,1.2k,14,1,--
2845,Zf Wind Power,4.2,266,1.3k,14,--,--
2846,Arvato,3.6,263,685,1,--,--
2847,Shriram Group,4.0,263,1.4k,7,--,--
2848,Paragon Footwear,4.1,263,991,12,--,--
2849,L&T Transportation Infrastructure,4.7,263,136,6,--,--
2850,L&T Valves,3.7,261,1.8k,4,--,--
2851,Dee Piping System,4.3,269,1.3k,17,--,--
2852,Sumitomo Chemical,4.1,267,1.4k,15,2,--
2853,D.p. Jain & Co. Infrastructure Pvt .,3.6,267,1.1k,17,5,--
2854,Global Indian International School,3.9,267,915,16,31,--
2855,Bses Yamuna Power,3.5,267,1.1k,8,--,--
2856,Volkswagen Group Technology Solution,3.9,266,2k,34,5,3
2857,Indo Farm Equipment,3.3,265,951,6,--,--
2858,Metrochem Api,3.6,264,1.5k,14,6,8
2859,Sata Vikas India,3.8,263,914,21,--,--
2860,Sata Vikas India,3.8,263,914,21,--,--
2861,Motherson Sumi Wiring,4.1,270,1.4k,21,--,--
2862,Protiviti,3.5,268,2.6k,31,164,8
2863,NOON.COM,3.8,268,1.9k,21,10,--
2864,Merck Life Science,4.0,265,2k,13,--,--
2865,Dorf Ketal Chemicals,3.9,264,1.5k,9,1,--
2866,TVS Mobility,4.2,263,1.1k,25,1,--
2867,GSH Group,4.2,263,952,6,13,--
2868,Ircon International,4.0,263,856,21,--,--
2869,Mitsuba Sical,4.0,262,1.1k,15,--,--
2870,Espire Infolabs,2.7,261,2.1k,16,12,3
2871,Mahindra Insurance Brokers,3.7,258,1k,8,5,--
2872,BDO,3.6,273,2.4k,28,6,6
2873,ABC Consultants,3.9,273,3.1k,51,195,--
2874,Premium Transmission,3.8,267,1.6k,19,12,7
2875,MediBuddy,3.2,265,1.6k,18,2,34
2876,Techno Electric & Engineering Company,4.0,264,1.1k,11,3,8
2877,Globtier Infotech,3.6,264,1.7k,15,2,--
2878,Bangalore International Airport,4.4,263,1.3k,16,4,--
2879,Personiv,3.8,263,1.9k,11,2,--
2880,Technosoft Engineering Projects,4.1,262,1k,16,25,--
2881,SML Isuzu,4.1,261,1.2k,12,--,--
2882,MetroTelworks,3.7,258,1k,13,--,--
2883,Vyapar,3.7,263,944,21,28,4
2884,Atyati Technologies,4.3,263,1.2k,17,13,--
2885,Stovekraft,3.7,262,1.4k,11,--,--
2886,Yum!,4.1,261,937,10,1,--
2887,L&T Realty,4.3,261,855,7,--,--
2888,Agarwal Packers and Movers Limited,3.6,260,1.4k,11,24,--
2889,Qwik Supply Chain,3.7,260,808,14,--,3
2890,Godrej Infotech,4.2,260,1.8k,17,5,14
2891,Dainik Jagran,3.7,260,1.3k,5,--,--
2892,Wildcraft,4.0,260,1.3k,9,10,--
2893,Nexteer Automotive,4.0,259,2k,17,2,--
2894,Polaris Consulting,3.9,259,1.5k,15,--,--
2895,Rajsriya Automotive Industries,3.5,259,1.3k,11,--,1
2896,Allana Group of Companies,3.8,259,935,14,--,--
2897,Angelique International,4.6,258,1k,7,6,--
2898,Alicon Castalloy,3.7,258,1.2k,8,--,--
2899,Polyplastics Industries (I),4.0,257,1.3k,12,--,--
2900,Apparel Group,3.5,256,1.1k,18,1,--
2901,Freecharge,4.1,265,2k,25,14,5
2902,Jindal Industries,3.5,264,1.5k,19,--,--
2903,Ugro Capital,3.8,263,1.4k,22,14,--
2904,Ample Technologies,3.8,262,1.3k,18,28,--
2905,Freyr Solutions,3.7,261,2k,19,2,--
2906,Kellton Tech Solutions,3.3,261,2.7k,31,27,9
2907,A-1 Fence Products,4.0,260,792,23,--,12
2908,63 Moons Technologies,3.8,260,1.8k,16,16,--
2909,Sotc Travel Services,3.9,260,1.3k,8,3,--
2910,AirAsia,3.7,260,1.4k,27,10,--
