,company_name,rating,reviews,salary,n_interviews,n_jobs,n_photos
947,Nilkamal,3.8,766,3.2k,36,15,--
948,Tata Chemicals,4.2,761,2.7k,47,23,8
949,Sundaram Clayton,4.1,765,2.9k,19,--,--
950,Shalby Hospitals,4.6,765,1.9k,25,35,1
951,CALIBEHR,4.1,765,2.5k,49,5,--
952,VIP Industries,4.0,761,2.9k,23,7,2
953,FLSmidth,3.7,762,4.3k,26,27,--
954,Incedo,3.4,762,7.7k,97,14,17
955,JTEKT,4.2,758,3.7k,47,--,--
956,Gmmco,4.2,752,2.6k,26,14,1
957,Visionet Systems,3.2,758,5.2k,48,15,--
958,eClinicalWorks,3.9,758,4.8k,40,15,1
959,Fusion Microfinance,4.2,758,2.2k,27,15,2
960,Mahindra First Choice Wheels,3.8,752,3.2k,29,6,--
961,Air India,4.0,757,3.3k,78,6,--
962,SLK Global Services,3.9,752,3.5k,23,6,--
963,Egis  India Consulting Engineers,4.1,749,2.5k,38,3,--
964,AstraZeneca,4.2,753,6.1k,31,3,--
965,Perfetti Van Melle,4.4,748,2.5k,19,6,2
966,Nirma,4.3,744,3k,33,2,1
967,MakeMyTrip,3.7,754,6.3k,70,74,11
968,KIMS Hospital,4.1,753,2.7k,23,4,--
969,Next Education India,3.8,751,3.1k,34,91,--
970,VeeTechnologies,3.9,751,4.1k,52,118,--
971,Pacific BPO,3.6,753,3.6k,44,15,5
972,LOREAL,4.1,747,3.4k,50,26,1
973,Caratlane Trading,4.3,751,1.9k,39,8,25
974,Hikal,4.0,746,3.9k,49,21,--
975,MAHLE ANAND Filter Systems,4.2,739,3k,25,--,--
976,Teva Pharmaceuticals,4.2,742,3.8k,48,16,--
977,INDO-MIM,4.3,739,3.6k,35,14,--
978,Birla Corporation,4.2,740,3.2k,42,--,2
979,HFCL,4.2,737,3.4k,40,--,2
980,Capital Numbers Infotech,4.7,734,948,23,2,131
981,Vedanta Aluminium,3.9,739,3.9k,31,--,2
982,Fluor Corporation,4.3,728,2k,17,--,--
983,Prodapt,3.7,741,6.9k,62,77,11
984,C&S Electric,4.0,732,3.5k,33,11,13
985,ICICI Prudential Mutual Fund,3.8,738,4.5k,45,--,--
986,SitusAMC,3.3,736,4k,53,25,--
987,Webhelp,3.8,734,4.4k,50,--,3
988,CADD Centre Training Services,4.1,728,2.5k,22,17,--
989,Zoho,4.3,737,6.8k,240,1,22
990,Future Focus Infotech,3.6,727,4.5k,38,--,--
991,Pernod Ricard,3.9,725,3.9k,34,1,6
992,Metropolis Healthcare,4.1,723,3k,37,--,1
993,Uber,4.2,733,6.8k,101,3,12
994,Patra Corporation,3.8,731,3.4k,53,2,--
995,Troikaa Pharmaceuticals,3.8,724,3k,41,31,--
996,Mu Sigma,2.9,739,6.6k,132,2,11
997,Better.com,3.0,718,3.9k,42,13,--
998,Air India Sats Airport Services,3.8,733,2k,41,--,--
999,Orion Edutech,3.3,716,2k,17,--,--
1000,Ford Business Solutions,4.5,720,3.2k,32,--,--
1001,SBFC Finance,3.8,725,2.2k,41,42,5
1002,TNQ Technologies,3.6,721,3.5k,41,10,--
1003,Skill Lync,3.1,719,3.5k,80,24,4
1004,Thomas Cook,3.9,716,3.9k,30,--,--
1005,Otis Elevator,4.0,720,3.4k,34,100,3
1006,Wheels,4.1,714,4.5k,42,2,--
1007,Neel Metal Products,4.1,707,2.8k,29,--,4
1008,Amara Raja Group,4.2,712,3.1k,56,2,--
1009,C.R.I. Pumps,3.9,706,2.8k,19,18,2
1010,Indira IVF Hospital,4.0,712,2.3k,31,105,--
1011,Centre for Development of Advanced Computing,3.9,718,4.9k,59,--,--
1012,Schaeffler India,4.2,711,4.2k,34,--,5
1013,GVPR Engineers,4.0,708,2.6k,44,7,--
1014,Yashoda Hospitals,3.9,706,3.1k,30,37,--
1015,Federal Bank,3.9,705,4.3k,90,--,--
1016,Quest Retail Private Limited,4.5,702,771,9,--,61
1017,Test Yantra Software Solutions,3.4,710,16.6k,80,8,--
1018,Toppr,3.5,699,4.3k,67,50,12
1019,Leadec India,4.0,704,3.1k,48,16,13
1020,Vertiv,4.0,705,3k,36,106,4
1021,Willis Towers Watson,3.9,705,6.1k,59,23,--
1022,Pramerica Life Insurance,3.9,703,2.6k,21,38,--
1023,Aarvi Encon,4.1,709,2.5k,43,4,--
1024,Alok Industries,3.8,700,2.9k,30,6,--
1025,Aviva Life Insurance India,3.6,699,2.6k,20,5,--
1026,Huhtamaki,3.9,699,2.7k,16,20,--
1027,Bank of India,4.0,694,2.7k,39,1,11
1028,Meril,3.9,699,3.4k,37,19,18
1029,Suzuki Motorcycle,4.1,697,3.6k,24,1,1
1030,Shriram General Insurance,3.7,697,2.9k,27,4,--
1031,Everest Industries,4.1,696,2.7k,28,3,1
1032,Gharda Chemicals,4.2,693,3.6k,36,4,--
1033,Grant Thornton,3.7,698,8.1k,71,70,--
1034,Napino Auto & Electronics,4.1,698,3.5k,35,--,2
1035,Centum Electronics,3.9,695,3.6k,14,13,--
1036,DLF,4.0,700,3.4k,60,13,5
1037,Dunzo,3.5,694,3.3k,63,7,5
1038,Digit Insurance,4.0,700,3.4k,55,39,16
1039,Marks & Spencer,4.1,693,2.6k,22,--,--
1040,Lakshmi Machine Works,4.0,698,3.6k,40,--,--
1041,Godrej Agrovet,4.1,691,2.8k,34,1,1
1042,Aspire Systems,3.9,700,8k,67,32,15
1043,Zydus Wellness,3.9,689,2.1k,44,7,8
1044,Columbia Asia,4.4,685,2k,17,--,--
1045,THE LEELA PALACES HOTELS & RESORTS,4.1,690,2.3k,23,--,--
1046,Rupeek,3.8,688,3k,44,32,--
1047,Westside,4.2,688,1.6k,28,--,2
1048,HT Media,3.5,689,4.6k,36,42,6
1049,Aparna Constructions and Estates,4.2,687,2.9k,70,36,22
1050,Sykes Business Services Of India,3.4,685,2.8k,51,15,33
1051,Parekh Integrated Services,4.1,680,2.6k,26,25,--
1052,Sandhar Technologies,3.9,676,3.2k,38,19,1
1053,Bechtel,4.1,680,2.8k,46,7,2
1054,Kohler,3.9,694,3.9k,32,49,9
1055,Allianz Technology,4.4,691,5.8k,50,--,6
1056,Star Cement,4.1,687,2.7k,48,6,--
1057,Greaves Cotton,4.1,681,2.7k,15,4,--
1058,Duck Creek Technologies,4.5,679,1.1k,8,11,--
1059,Natco Pharma,4.1,685,3.1k,36,7,1
1060,Knorr-Bremse,4.1,684,3.6k,39,9,--
1061,Vedanta Resources,3.9,681,5k,79,--,1
1062,KEI Industries,4.2,679,3k,39,1,--
1063,Timken,3.9,683,3.6k,32,15,8
1064,Panacea Biotec,3.9,677,2.4k,47,13,--
1065,ffreedom app,3.6,677,1.3k,53,20,12
1066,Godfrey Phillips India,4.1,677,2.7k,25,--,--
1067,National Health Mission,3.7,673,2.1k,21,--,1
1068,Samsung Engineering,4.2,671,2.3k,41,13,1
1069,Varroc Polymers,3.9,677,2.9k,34,--,--
1070,United Breweries,3.9,676,3.1k,28,3,--
1071,Medha Servo Drives,4.3,682,2.4k,52,--,--
1072,Asirvad Microfinance,4.0,677,1.8k,20,--,3
1073,SHYAM METALICS AND ENERGY,3.7,676,2.8k,63,10,1
1074,Franklin Templeton Investments,4.2,672,4.4k,18,155,4
1075,Samsung Research,3.4,688,6.8k,64,3,--
1076,NielsenIQ,3.9,681,4.3k,88,13,5
1077,Atlas Copco,4.3,674,4k,53,58,--
1078,Page Industries,4.3,674,3.1k,31,1,2
1079,Defence Research & Development Organisation,4.5,651,3.4k,42,--,--
1080,LEAD School,3.3,674,2.8k,77,19,2
1081,Astral Pipe,4.2,672,2.5k,45,25,2
1082,Greenko Group,3.9,669,3.1k,33,3,--
1083,ValueMomentum,3.3,676,7.3k,56,17,20
1084,Tata Consumer Products,4.0,676,3.3k,44,12,3
1085,Infra.Market,4.2,674,1.9k,36,22,14
1086,Piramal Pharma,4.0,677,3.7k,61,176,3
1087,Indusind Marketing & Financial Services,4.0,663,2k,21,--,--
1088,T-SYSTEMS ICT INDIA,3.9,667,6.4k,56,25,2
1089,Bayer Crop Science Vegetable Seeds,4.4,662,512,21,1,--
1090,Precision Techserve,3.9,665,3.1k,30,5,--
1091,Aristo Pharmaceuticals,4.1,669,2.1k,25,1,--
1092,Qinecsa Solutions,2.9,667,3.3k,49,13,--
1093,NetAmbit,3.4,663,2.6k,55,30,5
1094,Adani Green Energy,4.2,668,3.3k,54,1,2
1095,Kalpataru Group,3.9,665,3.6k,30,22,1
1096,SFO Technologies,3.6,663,3.9k,22,--,3
1097,Future Supply Chain Solutions,4.4,655,2.9k,21,--,1
1098,Rebel Foods,3.8,662,2.8k,45,27,1
1099,Financial Software & Systems,3.8,659,5.2k,42,7,1
1100,Acme Cleantech Solutions,4.0,593,2.4k,39,3,1
1101,Northern Trust,3.8,670,5.7k,54,2,15
1102,Salesforce,4.1,662,8.1k,179,157,18
1103,Galfar,4.2,650,1.8k,24,--,--
1104,Cult.fit,3.8,666,3.5k,52,54,10
1105,Innova Solutions,3.7,664,5.3k,56,95,1
1106,Lumina Datamatics,3.5,658,4k,42,6,1
1107,Mswipe Technologies,3.2,648,2.9k,27,20,3
1108,Velocis Systems,3.9,652,4.5k,45,6,--
1109,AtkinsRealis,4.2,650,1.4k,24,132,--
1110,Michelin,4.0,655,4.1k,42,47,--
1111,Snapdeal,3.9,649,3k,70,20,12
1112,Prochant,4.4,667,1.4k,32,22,16
1113,Citco,3.1,660,5.3k,81,--,--
1114,Fareportal,3.3,655,3.9k,19,25,--
1115,General Mills,4.2,652,4.2k,50,--,--
1116,CNH,4.3,659,3.3k,35,--,24
1117,City Union Bank,3.4,658,4.3k,52,--,2
1118,Lowe's,4.2,656,7.3k,78,--,--
1119,Quess IT Staffing Solutions,3.5,651,2k,24,30,--
1120,NBC Bearings,3.9,651,2.7k,60,2,5
1121,Nityo Infotech,3.1,651,4.7k,36,96,--
1122,J B Chemicals And Pharmaceuticals,3.9,655,2.5k,38,--,--
1123,Athena BPO,3.2,652,2.4k,41,5,4
1124,Bayer,4.2,656,3.8k,39,--,--
1125,NetCracker,3.1,648,7.7k,81,1,12
1126,Royal Sundaram General Insurance,4.0,645,2.7k,19,1,6
1127,Netscribes,2.9,644,3k,60,33,10
1128,ICCS,3.3,649,2.4k,41,31,21
1129,Sanden Vikas,4.0,643,2.8k,29,--,1
1130,Musashi Auto Parts,4.0,645,2.6k,18,--,--
1131,Karvy Stock Broking,3.6,642,2.8k,7,3,--
1132,GAMMON INDIA,3.9,634,1.4k,26,--,--
1133,Aparajitha Corporate Services,4.0,642,2.4k,21,1,--
1134,DuPont,4.2,637,3.3k,32,--,1
1135,Hitachi Payment Services,3.8,637,2.6k,26,--,--
1136,Sandvik Asia,4.3,634,2k,25,--,11
1137,Shilpa Medicare,3.6,631,3.6k,46,9,9
1138,Collins Aerospace,4.1,645,6k,46,48,5
1139,OCS Group,4.0,634,2.4k,21,2,--
1140,Border Security Force,4.5,626,1.3k,11,--,--
1141,Artech Infosystems,3.6,636,3.8k,42,66,1
1142,Jabil Circuit India,4.0,635,3k,35,13,2
1143,Tata Electronics,4.0,650,3.3k,89,2,1
1144,Temenos,3.3,637,7.6k,52,6,12
1145,Signify,3.6,633,3.7k,38,1,--
1146,Knight Frank,4.2,633,2.8k,36,9,--
1147,Merino Industries,3.9,631,2.8k,38,9,18
1148,Medusind Solutions,3.8,632,2.8k,22,36,--
1149,Schlumberger,4.1,635,4.7k,97,1,13
1150,Genpact Headstrong Capital Markets,3.8,632,6k,77,--,--
1151,OLX,3.8,630,3.7k,49,23,--
1152,Navayuga Engineering Company,4.1,624,2.2k,30,9,1
1153,Zepto,3.7,642,2.6k,52,147,--
1154,Tata Starbucks,4.3,630,1.6k,31,145,7
1155,DAV Public School,4.1,625,1.4k,19,--,5
1156,ESL Steel,4.1,622,2.3k,27,--,--
1157,Micromax Informatics,3.7,618,1.7k,19,2,--
1158,Adani Enterprises,3.9,627,3.7k,53,4,--
1159,HomeLane,3.5,623,3.5k,61,20,6
1160,Mastek,3.7,628,5.8k,75,20,--
1161,Porter,4.2,626,2.2k,53,22,5
1162,Arohan Financial Services,4.0,619,1.9k,19,12,4
1163,Xebia,3.5,620,4k,47,8,35
1164,Ageas Federal Life Insurance,3.7,617,2.1k,32,41,2
1165,Quantiphi Analytics Solutions Private Limited,3.1,620,5.3k,111,--,--
1166,Volvo,4.1,614,4.7k,38,14,4
1167,The Akshaya Patra Foundation,4.5,611,1.9k,27,15,48
1168,Eveready Industries,4.0,611,2.3k,29,--,1
1169,Reliance Power,4.2,609,2.8k,25,2,2
1170,AuthBridge Research Services,3.7,632,2.9k,36,22,7
1171,Rungta Mines,4.2,622,2.9k,61,--,--
1172,Guardian India,4.1,618,3.8k,41,7,10
1173,BNP Paribas India Solutions,4.0,614,6.8k,46,--,--
1174,GlaxoSmithKline Consumer Healthcare,4.5,606,2.1k,22,--,--
1175,RAMTeCH Software Solutions,3.9,608,2.8k,23,4,--
1176,Amul Dairy,4.2,610,1.7k,45,--,--
1177,TÜV NORD,3.8,606,3.3k,50,13,--
1178,Globant,4.0,622,6.8k,100,42,--
1179,Dhani Services,3.5,604,2.1k,17,15,--
1180,CRB Tech Solution,4.2,602,561,11,--,--
1181,Svatantra Microfin,4.2,607,1.6k,23,18,4
1182,First Advantage,3.9,606,6.2k,16,17,5
1183,Kutumbh Care,3.9,606,1.7k,30,--,2
1184,Amphenol Interconnect,4.2,604,2.9k,25,1,1
1185,Prism Johnson,4.0,604,3.5k,35,--,3
1186,Kurlon,4.3,601,2.3k,31,--,--
1187,IMPACT Infotech,3.5,604,2.5k,25,--,--
1188,Bridge & Roof Co,3.6,600,2.9k,21,--,--
1189,Salcomp Manufacturing,4.2,607,3.1k,43,--,--
1190,Steag Energy Services,4.2,604,2.7k,23,10,--
1191,Veradigm,4.1,603,3.6k,36,38,--
1192,GirnarSoft,3.6,602,3.8k,27,23,--
1193,ICA Edu Skills,3.8,603,1.6k,25,20,--
1194,NoBrokerHOOD,3.4,600,1.6k,41,60,2
1195,Deccan Fine Chemicals,3.7,608,3.6k,47,1,--
1196,GE Healthcare,4.2,606,5.2k,50,5,4
1197,ACL Digital,3.6,603,5.7k,56,20,--
1198,Jaya Hind Industries,3.7,597,2.4k,38,--,--
1199,Deepak Fertilisers and Petrochemicals,3.9,602,2.9k,26,10,14
1200,Edubridge Learning,3.9,611,1.2k,28,8,11
1201,Bitwise Solutions,4.2,596,4.2k,31,16,--
1202,McDermott International,4.2,596,3.5k,40,74,--
1203,Carnival Cruise Lines,4.5,593,809,9,--,3
1204,Transsion,4.2,587,2.8k,27,4,4
1205,Indium Software,4.2,619,4.7k,75,177,6
1206,Ashirvad Pipes,4.1,593,2.5k,39,14,--
1207,Bpo Convergence,3.6,591,1.8k,39,--,4
1208,Medlife,3.7,589,3.3k,26,1,6
1209,Advik Hi Tech,3.8,587,2.8k,29,1,8
1210,Tata Hitachi Construction Machinery,4.1,592,2.7k,40,1,--
1211,Embibe,3.7,603,2.6k,51,18,38
1212,Simplilearn,3.2,595,4.4k,69,130,8
1213,Union Bank of India,4.1,589,2.6k,22,--,5
1214,Silaris Informations,3.2,595,2.3k,36,7,1
1215,Fractal Analytics,4.1,595,6.2k,108,8,14
1216,TCNS Clothing Company,4.0,592,1.7k,13,9,--
1217,Swaraj Tractors,4.2,589,4.3k,27,--,8
1218,Comviva Technology,3.4,591,5.2k,47,11,--
1219,Amazon Services,4.2,585,2.9k,29,--,2
1220,H&M,4.0,591,2.3k,39,--,5
1221,L&T Power,3.9,590,3.7k,24,--,--
1222,Amazon Web Services,4.0,601,4.9k,121,--,2
1223,Ugam Solution,3.7,586,4.3k,41,5,1
1224,Baxter International,4.1,586,3.1k,30,2,--
1225,Citigroup,3.8,585,8.5k,65,7,--
1226,Times Internet,3.6,585,5.5k,44,121,11
1227,Varthana,4.5,584,1.2k,30,12,11
1228,Flash Electronics,3.7,584,2.4k,24,--,--
1229,Lumen Technologies,4.0,584,4.7k,37,--,2
1230,Lea Associates South Asia,4.3,584,1.7k,16,--,7
1231,The Lalit,3.8,578,1.8k,14,--,--
1232,Telenor,4.4,577,700,5,--,6
1233,Re Sustainability Limited,4.0,589,2.5k,32,5,1
1234,IFFCO,4.2,587,1.8k,34,--,2
1235,Wipro Infrastructure Engineering,3.9,579,3.7k,48,--,1
1236,Nippon Life India Asset Management,4.7,579,1.4k,12,5,--
1237,Rallis India,4.3,581,2.3k,32,--,1
1238,Engineers India,4.3,581,3.1k,55,--,2
1239,Cogoport,3.0,581,1.7k,43,6,--
1240,HP India,4.3,580,2.8k,81,5,1
1241,Primus Global Technologies,4.1,578,2.5k,20,18,--
1242,Rodic Consultants,4.3,578,1.8k,25,1,--
1243,Chennai Radha Engineering Works,4.0,577,2.2k,16,3,--
1244,Pratap Technocrats,4.0,581,1.8k,14,--,--
1245,Hitachi Systems Micro Clinic,4.0,579,3.3k,23,12,--
1246,Eris Lifesciences,3.9,582,2k,24,18,--
1247,Tata Cummins,4.5,581,771,44,--,--
1248,Rico Auto Industries,3.8,580,3.1k,28,1,--
1249,MattsenKumar,3.6,578,2.5k,29,13,1
1250,CSM Technologies,4.5,576,1.5k,22,16,20
1251,Finolex Cables,3.9,575,2.6k,30,4,--
1252,Denave,3.8,579,2.5k,26,76,1
1253,Balkrishna Industries,4.1,579,2.6k,30,--,--
1254,Government of India,4.2,573,3.9k,44,--,4
1255,MG Motor,4.0,580,3.5k,47,2,--
1256,Astral Adhesives,4.1,576,1.9k,24,24,2
1257,Shaktiman Tirth Agro Technology,4.3,573,2.5k,33,--,1
1258,Rohan Builders,4.2,570,1.9k,33,26,1
1259,Wonder Cement,4.2,577,2.9k,37,143,3
1260,Crowne Plaza,4.2,569,1.5k,18,--,--
1261,Caparo Engineering India,4.0,568,2.7k,22,--,--
1262,Biba Apparels,3.9,576,2.1k,32,3,1
1263,EMERSON PROCESS MANAGEMENT,4.0,574,4.1k,32,--,4
1264,India Cements,3.8,568,2.3k,36,2,1
1265,Ups Logistics,4.1,573,3.1k,36,109,--
1266,Naukri,4.0,572,2.5k,140,30,15
1267,Skipper,3.8,570,2.4k,22,6,3
1268,PUMA,4.3,569,2.3k,34,50,--
1269,Indo Autotech,3.9,565,2.5k,27,1,1
1270,Central Industrial Security Force,4.5,565,1.5k,12,--,1
1271,Hindustan Sanitaryware & Industries,4.1,565,2.6k,20,--,--
1272,DP World,4.1,575,2.7k,35,95,1
1273,Sharda Motor Industries,3.8,563,2.6k,31,17,1
1274,Religare,3.9,566,2.4k,16,139,--
1275,Redington,4.0,562,3k,20,--,--
1276,Integreon,3.6,566,3.5k,33,47,--
1277,JSW Group,4.1,566,3.4k,80,--,11
1278,Progressive Infotech,3.5,563,2.8k,30,15,4
1279,TDK India,4.0,560,2.2k,25,--,9
1280,Target,4.3,568,4.5k,64,101,--
1281,Toyo Engineeering,3.9,563,3.2k,39,--,8
1282,Neeyamo Enterprise Solutions,3.7,561,3.8k,34,--,--
1283,Rane (Madras),4.0,561,1.9k,23,--,--
1284,Isuzu Motors,4.0,560,2.6k,30,2,--
1285,Nlb Services,4.0,567,2.9k,19,23,5
1286,KGISL,3.2,564,4.7k,47,3,5
1287,Xceedance,3.8,563,4.5k,64,5,--
1288,Accolite,3.5,563,5.5k,135,100,16
1289,MALABAR GOLD AND DIAMONDS,4.2,563,1.6k,46,114,21
1290,Fleetguard Filters,4.2,561,2.2k,32,3,1
1291,Investors Clinic,3.6,561,1.7k,31,22,--
1292,Zuventus Healthcare,3.9,564,1.8k,28,80,1
1293,VA Tech Wabag,4.0,556,2.7k,31,26,6
1294,NSB Bpo Solutions,2.9,556,1.6k,24,1,1
1295,CMS Computers Limited (INDIA),3.9,559,2.9k,28,14,1
1296,Ramco Systems,3.4,558,5.1k,29,16,12
1297,SKH Metals,4.1,562,2.2k,34,8,--
1298,HIL,4.2,558,2.2k,34,3,--
1299,LifeCell International,3.5,556,2.4k,32,19,--
1300,Magna International,4.0,564,3.8k,27,--,--
1301,Fortrea Development India Private Limited,4.1,560,3.9k,58,--,3
1302,Ingram Micro,3.9,553,3.3k,16,36,--
1303,Ukb Electronics,4.3,550,1.9k,36,14,8
1304,Bses Rajdhani Power,3.8,548,2.3k,25,2,--
1305,FIITJEE,3.6,558,2.1k,32,16,7
1306,Radical Minds,2.9,555,2.4k,45,5,1
1307,Icon Plc,4.1,554,2.8k,43,62,63
1308,Sunbeam Auto,3.7,553,2.7k,33,--,--
1309,Tafe Motors & Tractors,4.0,553,2.1k,30,--,--
1310,Shyam Steel Industries,3.7,555,2.7k,33,1,1
1311,MagicBricks,3.2,552,3.8k,34,40,8
1312,Bharti Infratel,4.4,542,1.6k,4,--,3
1313,uFaber,2.8,554,1.2k,39,90,3
1314,IVY Comptech,4.0,551,5.3k,65,--,--
1315,Innodata India Private Limited,3.2,547,1.9k,57,4,--
1316,HSBC Bank,4.1,548,3.3k,13,--,--
1317,Unimoni,3.8,544,3.1k,13,1,--
1318,KMV Projects,4.2,544,2k,14,1,--
1319,Ivrcl Infrastructures & Projects,4.3,539,997,4,9,--
1320,Somany Ceramics,4.3,551,2.3k,9,--,--
1321,MasterCard,4.1,551,7.1k,70,2,--
1322,JK Paper,4.0,548,2.4k,37,11,--
1323,Linde India,4.1,547,3.2k,35,--,--
1324,Ag Industries,4.0,543,2.7k,31,--,--
1325,Ihg Group,4.0,546,2.8k,27,42,--
1326,Microtek International,3.7,546,2.3k,28,9,--
1327,Csc E Governance Services,3.9,546,1.6k,26,8,2
1328,Hitachi,4.1,546,3.7k,50,267,9
1329,Ienergizer BPO Services,4.2,545,1.5k,54,--,2
1330,Integra Software Services,4.0,542,2.5k,20,10,--
1331,Epsilon,4.1,549,6.3k,56,12,7
1332,Vijay Sales,4.2,544,2.2k,32,4,--
1333,Zetwerk Manufacturing Businesses,4.0,543,2.5k,50,19,143
1334,Thriveni Earthmovers,4.1,541,2.3k,34,--,1
1335,Petpooja,4.4,542,863,34,29,19
1336,Jain Irrigation Systems,4.0,542,2.2k,16,1,--
1337,Orient Electric,4.0,542,2.5k,31,65,--
1338,National Informatics Centre,4.2,543,4k,31,--,--
1339,Mott MacDonald,4.3,540,2.1k,30,13,7
1340,India Shelter Finance Corporation,4.1,539,2k,23,--,--
1341,Sintex Industries,4.1,536,2.3k,17,3,--
1342,Marsh McLennan,4.1,538,5.5k,21,40,--
1343,Epicenter Technologies,3.6,542,2.3k,31,15,--
1344,Baroda Global Shared Services,4.0,540,2.2k,36,24,2
1345,McKinsey & Company,4.1,538,7.3k,220,5,5
1346,Sun Life Financial,4.3,537,3.8k,31,26,10
1347,Rentokil Pest Control,3.8,540,1.9k,21,106,--
1348,Parag Milk Foods,4.1,535,2.3k,34,3,1
1349,India Japan Lighting,4.3,532,2.3k,32,5,--
1350,Royal Caribbean International,4.4,534,795,15,--,2
1351,eTeam,3.3,542,3k,28,26,--
1352,Titan Eye Plus,4.3,537,1.4k,21,--,3
1353,Sutherland Healthcare Solutions,3.9,536,3.1k,30,--,--
1354,Raychem RPG,4.0,534,2.3k,20,--,6
1355,Trimax IT Infrastructure Services,3.5,530,1.6k,11,--,--
1356,Omaxe,4.0,528,2.2k,23,1,--
1357,ACTE,4.8,538,61,5,--,--
1358,KaaShiv InfoTech Company,4.9,543,210,13,--,--
1359,Greenlam Industries,4.3,539,2.1k,30,16,--
1360,Micro Turners,3.9,531,2.3k,23,1,--
1361,Hapag-Lloyd,3.9,530,2.6k,19,3,--
1362,United Spirits,4.0,527,1.8k,11,2,--
1363,Deepak Nitrite,3.9,535,2.8k,34,--,--
1364,Cigniti Technologies,3.8,533,6.1k,47,16,16
1365,Sl Lumax,3.5,528,2.4k,18,--,--
1366,Creambell,4.1,537,1.9k,22,3,--
1367,Crompton Greaves Consumer Electricals,3.8,533,2.8k,22,--,--
1368,Lovely Professional University,3.5,529,1.8k,41,--,--
1369,Progressive Infovision,4.3,532,904,18,--,--
1370,Atkins,3.9,529,6.1k,49,1,11
1371,MPS Limited,3.9,528,2.7k,13,21,20
1372,Amway India Enterprises,4.1,526,2k,13,2,1
1373,mPokket,4.3,544,792,46,7,25
1374,Care Hospital,4.2,525,1.7k,20,6,1
1375,Mynd Solutions Private,3.8,524,3k,21,25,--
1376,Experis IT,3.2,524,3.2k,31,26,--
1377,Aequs,3.8,525,3k,21,11,--
1378,Mount Litera Zee School,4.0,525,1.5k,31,3,--
1379,Jaro Education,2.6,523,2k,99,76,--
1380,Bikanervala,4.0,522,2k,11,--,--
1381,EPL Limited,4.0,519,1.7k,15,--,1
1382,Vaco Binary Semantics,3.6,528,3.6k,50,25,1
1383,Encora,3.9,527,4.8k,43,50,13
1384,Diebold Nixdorf,3.9,524,3.4k,30,56,10
1385,Lambda Therapeutic Research,4.7,523,1.3k,10,20,6
1386,Molex,3.9,521,3.1k,36,--,--
1387,Encore Capital Group,4.1,520,2.2k,24,--,1
1388,Maveric Systems,3.7,529,6.4k,81,7,5
1389,Gayatri Projects,4.0,513,2.3k,35,10,--
1390,Hella,4.1,523,3k,21,7,--
1391,Guidehouse,3.9,521,3.2k,45,69,--
1392,PeopleStrong,3.5,521,3.2k,37,43,--
1393,Welspun World,3.8,520,2.5k,37,--,--
1394,Medicover Hospitals,3.9,522,2.4k,27,30,--
1395,K Raheja Corp,4.3,521,2.3k,29,31,9
1396,Forever Living Products,4.4,521,1.2k,55,3,9
1397,Vijaya Diagnostic Centre,4.0,521,1.7k,26,29,--
1398,GKN,4.1,519,2.3k,20,15,--
1399,BASF,4.5,518,2.2k,21,1,9
1400,CIEL HR,4.1,524,2.3k,35,88,2
1401,Alshaya Group,3.9,519,2.3k,32,--,--
1402,ALLEN Career Institute,4.1,526,2.7k,34,7,2
1403,Thermo Fisher Scientific,3.9,521,4.2k,36,1,--
1404,MAS Financial Services,3.6,519,1.7k,26,18,19
1405,Wuerth,3.9,519,2.1k,30,4,--
1406,Lionbridge Technologies,3.7,518,3.7k,29,6,5
1407,Teamware Solutions,4.2,518,2.9k,29,3,--
1408,Steel Authority Of India,4.1,516,2.1k,30,--,--
1409,Electrotherm,4.2,515,2.8k,23,4,--
1410,Mindarika,3.9,515,2k,27,--,--
1411,Ask Automotive,4.3,514,2.5k,22,--,--
1412,Tavant Technologies,4.0,519,5.6k,53,8,11
1413,IBS Software Services,3.9,518,5.5k,69,18,4
1414,OMICS International,2.6,514,2.6k,21,17,--
1415,Ramky Infrastructure,4.1,513,1.6k,34,2,--
1416,NRB Bearings,4.2,514,2.1k,27,--,--
1417,Wapcos,3.6,518,2.1k,26,--,--
1418,Navitasys India,4.0,516,2.1k,34,--,--
1419,Turbo Energy,4.3,512,2k,18,--,1
1420,TIAA Global Business Services,4.1,515,5k,39,--,--
1421,Henry Harvin Education,4.4,511,588,7,49,1
1422,Apollo Munich Health Insurance,4.0,507,1.8k,7,--,--
1423,Poly Medicure,3.8,512,2.2k,34,16,1
1424,Quatrro,3.5,511,2.1k,27,4,--
1425,Medreich,3.9,507,2.5k,33,3,10
1426,Shivam Autotech,3.8,505,2.4k,22,--,--
1427,Apar Industries,4.1,515,2.7k,27,1,4
1428,Aisin Automotive Haryana,4.1,514,2.1k,21,--,3
1429,Hilton,4.4,510,1.5k,14,173,--
1430,General Motors,4.5,502,2.5k,23,8,8
1431,Apex Group,3.0,544,4.1k,86,25,4
1432,Echobooom Management & Entrepreneurial Solutions,4.0,522,339,57,61,--
1433,Action Construction Equipment,3.8,512,2.5k,41,--,--
1434,Sona Comstar,4.3,512,2.6k,41,--,--
1435,Freshworks,3.6,512,4.8k,96,127,--
1436,Siemens Energy,4.2,516,3.6k,51,56,--
1437,Poorvika Mobiles,4.7,507,1.2k,20,4,10
1438,Rane Engine Valve Limited,4.0,504,1.9k,17,--,7
